Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00001660,Toothbrush 2000,2021-11-26 02:40:04.388798000,76,3,bb79rd,bb79rd,1,Dispatched,2021-11-26 09:21:34.713789200,Delivered,2021-11-27 09:27:17.251766000
BRU00001410,Toothbrush 4000,2021-08-26 20:45:01.996176000,35,1,g209jb,g209jb,1,Dispatched,2021-08-27 04:19:03.572624399,Delivered,2021-08-28 10:30:52.936334399
BRU00004285,Toothbrush 4000,2021-12-04 01:03:50.144851200,42,5,gl167qu,gl167qu,1,Dispatched,2021-12-04 09:21:26.594990400,Delivered,2021-12-05 12:31:56.283781200
BRU00003631,Toothbrush 4000,2022-04-06 17:39:21.509372000,24,4,ca72ld,ca72ld,1,Dispatched,2022-04-07 00:53:06.254154800,Delivered,2022-04-07 22:46:10.788094400
BRU00003194,Toothbrush 4000,2022-07-16 10:09:54.359755200,21,9,dd49rq,dd49rq,1,Dispatched,2022-07-16 16:47:17.646424800,Delivered,2022-07-18 04:36:55.295614800
BRU00002138,Toothbrush 4000,2022-01-01 01:10:19.308092400,7,7,ha74th,ha74th,1,Dispatched,2022-01-01 08:39:07.035694800,Delivered,2022-01-02 16:14:56.302770000
BRU00000952,Toothbrush 4000,2022-04-09 02:07:57.435937200,12,7,bl40eb,bl40eb,1,Dispatched,2022-04-09 08:43:18.175089600,Delivered,2022-04-10 11:25:36.106538400
BRU00002374,Toothbrush 4000,2022-07-03 15:37:16.578044400,31,9,g697hb,g697hb,1,Dispatched,2022-07-03 23:35:32.699781600,Delivered,2022-07-05 07:03:25.420618800
BRU00005121,Toothbrush 4000,2022-08-21 07:08:56.119760000,37,6,dl38qd,dl38qd,1,Dispatched,2022-08-21 13:31:51.531231200,Delivered,2022-08-22 14:07:57.563074400
BRU00004260,Toothbrush 4000,2022-06-28 16:57:32.481706000,39,5,ct147pb,ct147pb,1,Dispatched,2022-06-29 00:32:15.399467200,Delivered,2022-06-30 04:15:45.761148400
BRU00002148,Toothbrush 2000,2021-06-27 01:51:08.823393200,86,7,hg42at,hg42at,1,Dispatched,2021-06-27 09:06:56.865216800,Delivered,2021-06-28 14:33:09.438507200
BRU00002459,Toothbrush 4000,2021-04-10 07:41:34.369872800,12,8,bs66wa,bs66wa,1,Dispatched,2021-04-10 14:59:41.191678400,Delivered,2021-04-11 21:10:07.863129200
BRU00003601,Toothbrush 2000,2021-03-23 18:04:28.260557600,88,5,bn26tf,bn26tf,1,Dispatched,2021-03-24 01:50:51.742282400,Delivered,2021-03-25 04:40:58.113968000
BRU00005179,Toothbrush 2000,2021-02-19 13:10:03.712011600,66,1,ct79eg,ct79eg,1,Dispatched,2021-02-19 19:54:42.525316800,Delivered,2021-02-20 19:43:36.595477200
BRU00001261,Toothbrush 4000,2021-05-08 18:40:25.030294400,34,7,cf477by,cf477by,1,Dispatched,2021-05-09 02:48:04.838598800,Delivered,2021-05-09 22:53:09.289709600
BRU00003710,Toothbrush 4000,2021-09-25 21:13:44.826228000,33,5,hr69lh,hr69lh,1,Dispatched,2021-09-26 04:39:34.619254800,Delivered,2021-09-27 04:37:28.941346800
BRU00001300,Toothbrush 2000,2022-03-14 22:20:13.170975200,94,9,bd109at,bd109at,1,Dispatched,2022-03-15 05:19:00.820428800,Delivered,2022-03-16 11:14:49.241938400
BRU00001028,Toothbrush 2000,2021-02-20 15:54:39.202802800,67,9,ct130qt,ct130qt,1,Dispatched,2021-02-21 00:01:21.512159200,Delivered,2021-02-22 03:54:08.259161200
BRU00004813,Toothbrush 2000,2022-08-23 08:52:03.660073600,82,3,bs354ps,bs354ps,1,Dispatched,2022-08-23 14:53:51.292261600,Delivered,2022-08-24 17:46:50.935820800
BRU00001940,Toothbrush 2000,2022-09-23 09:54:56.992782399,75,1,b920qd,b920qd,1,Dispatched,2022-09-23 17:07:23.950593999,Delivered,2022-09-24 13:58:53.613168399
BRU00002291,Toothbrush 2000,2022-11-27 01:39:54.898868000,70,4,ex387an,ex387an,1,Dispatched,2022-11-27 08:35:53.150588000,Delivered,2022-11-28 09:56:55.824884000
BRU00002667,Toothbrush 2000,2021-06-14 09:40:30.279892800,80,4,cw98qx,cw98qx,1,Dispatched,2021-06-14 16:10:01.460251200,Delivered,2021-06-15 20:26:30.830708400
BRU00003437,Toothbrush 4000,2022-09-09 19:01:20.439929200,19,1,b95dr,b95dr,1,Dispatched,2022-09-10 02:34:40.032662800,Delivered,2022-09-11 02:15:36.352849600
BRU00004589,Toothbrush 2000,2021-06-06 05:35:31.326423600,79,9,b901ql,b901ql,1,Dispatched,2021-06-06 11:54:40.565274000,Delivered,2021-06-08 00:08:07.797230400
BRU00004639,Toothbrush 4000,2022-10-20 22:25:56.298539200,14,1,cv14dl,cv14dl,1,Dispatched,2022-10-21 04:55:43.484454400,Delivered,2022-10-22 10:33:38.092492000
BRU00002584,Toothbrush 4000,2021-04-20 10:14:21.370208000,5,8,eh209px,eh209px,1,Dispatched,2021-04-20 17:24:30.790916000,Delivered,2021-04-21 21:07:27.990725600
BRU00002286,Toothbrush 4000,2021-07-09 13:54:47.883397600,22,6,bn35ny,bn35ny,1,Dispatched,2021-07-09 21:02:40.822903600,Delivered,2021-07-10 23:22:53.600022400
BRU00002498,Toothbrush 2000,2021-05-27 07:22:42.621948000,101,9,dy49bf,dy49bf,1,Dispatched,2021-05-27 13:24:55.419946800,Delivered,2021-05-28 19:31:18.611899200
BRU00005269,Toothbrush 4000,2021-08-25 04:57:33.858217600,24,3,ct27pq,ct27pq,1,Dispatched,2021-08-25 11:16:57.790777600,Delivered,2021-08-26 12:28:33.545105200
BRU00003015,Toothbrush 2000,2021-09-22 16:16:27.393996800,96,7,bs162as,bs162as,1,Dispatched,2021-09-22 23:39:08.954118800,Delivered,2021-09-24 08:52:18.230859200
BRU00000433,Toothbrush 2000,2021-05-07 14:47:05.575550800,83,8,dn106bq,dn106bq,1,Dispatched,2021-05-07 21:40:59.833961200,Delivered,2021-05-09 01:52:44.239204000
BRU00002168,Toothbrush 4000,2021-12-30 23:18:44.106484800,28,9,fy60pq,fy60pq,1,Dispatched,2021-12-31 06:24:35.953917600,Delivered,2022-01-01 09:21:26.220072000
BRU00000389,Toothbrush 2000,2022-11-23 07:01:16.720342000,90,3,bs248dj,bs248dj,1,Dispatched,2022-11-23 13:09:39.451752400,Delivered,2022-11-24 19:02:17.887646800
BRU00001791,Toothbrush 2000,2021-11-21 22:18:28.613805200,76,9,b773ag,b773ag,1,Dispatched,2021-11-22 04:48:32.831313200,Delivered,2021-11-23 05:25:37.431740000
BRU00004689,Toothbrush 4000,2022-05-21 18:00:58.598930400,26,9,bh165en,bh165en,1,Dispatched,2022-05-22 00:49:13.252168800,Delivered,2022-05-23 05:55:58.848966000
BRU00000064,Toothbrush 2000,2022-01-23 04:21:19.975291600,59,9,eh127sw,eh127sw,1,Dispatched,2022-01-23 10:49:25.567320400,Delivered,2022-01-24 08:57:21.543833200
BRU00003272,Toothbrush 4000,2021-07-19 13:18:15.460422800,26,5,de551be,de551be,1,Dispatched,2021-07-19 19:59:23.462955200,Delivered,2021-07-20 16:16:04.822470800
BRU00001743,Toothbrush 2000,2021-12-21 21:07:25.406478800,65,7,bs206ya,bs206ya,1,Dispatched,2021-12-22 04:57:50.955141200,Delivered,2021-12-23 04:52:31.259852000
BRU00002908,Toothbrush 2000,2022-10-16 21:15:24.160912800,92,4,ct11ry,ct11ry,1,Dispatched,2022-10-17 05:06:40.227882000,Delivered,2022-10-18 00:54:44.282119200
BRU00001471,Toothbrush 4000,2021-09-18 19:06:37.613724800,28,6,dd47ey,dd47ey,1,Dispatched,2021-09-19 02:46:46.532470400,Delivered,2021-09-20 11:45:27.167003600
BRU00001960,Toothbrush 2000,2021-02-08 01:35:06.232826799,69,6,ex109fe,ex109fe,1,Dispatched,2021-02-08 08:49:45.974388399,Delivered,2021-02-09 08:04:29.874497199
BRU00002519,Toothbrush 4000,2021-08-16 15:42:03.416516000,35,8,eh299en,eh299en,1,Dispatched,2021-08-16 23:37:26.281521200,Delivered,2021-08-17 23:28:16.543737200
BRU00004481,Toothbrush 4000,2021-05-19 20:38:21.248032400,34,6,cv56de,cv56de,1,Dispatched,2021-05-20 03:52:33.097755200,Delivered,2021-05-21 04:31:03.162088400
BRU00000699,Toothbrush 4000,2021-08-03 18:49:02.859846800,28,5,cm29pd,cm29pd,1,Dispatched,2021-08-04 03:04:15.175367600,Delivered,2021-08-05 10:25:09.823002800
BRU00003105,Toothbrush 2000,2022-04-01 05:52:56.416771200,85,7,ch622de,ch622de,1,Dispatched,2022-04-01 13:15:36.451864800,Delivered,2022-04-02 11:52:22.719680400
BRU00005628,Toothbrush 4000,2022-06-03 15:50:36.734682800,20,6,dy52de,dy52de,1,Dispatched,2022-06-03 23:30:11.794128800,Delivered,2022-06-05 07:38:03.896656400
BRU00004397,Toothbrush 4000,2021-02-27 04:35:25.376024000,16,7,ba213jd,ba213jd,1,Dispatched,2021-02-27 11:21:33.469782800,Delivered,2021-02-28 14:02:30.135699200
BRU00003508,Toothbrush 4000,2021-06-01 11:52:44.163457200,26,5,cw82rr,cw82rr,1,Dispatched,2021-06-01 19:02:32.227392000,Delivered,2021-06-03 01:06:06.410763600
BRU00001136,Toothbrush 2000,2021-01-21 21:51:18.389524800,78,8,gu149uz,gu149uz,1,Dispatched,2021-01-22 04:33:50.156763600,Delivered,2021-01-23 10:18:05.824333200
BRU00000440,Toothbrush 2000,2022-07-09 08:38:37.205938800,66,7,cv239pg,cv239pg,1,Dispatched,2022-07-09 15:59:06.795324000,Delivered,2022-07-10 18:24:36.856146000
BRU00004619,Toothbrush 4000,2021-04-28 15:05:18.487613600,35,3,dh78ap,dh78ap,1,Dispatched,2021-04-28 22:15:30.711490400,Delivered,2021-04-29 19:46:09.476952800
BRU00002373,Toothbrush 2000,2021-08-07 00:26:35.988393200,65,1,ba69nu,ba69nu,1,Dispatched,2021-08-07 07:02:44.652228800,Delivered,2021-08-08 05:42:43.494783200
BRU00000357,Toothbrush 2000,2021-05-15 16:53:13.673062800,70,5,gu14yr,gu14yr,1,Dispatched,2021-05-15 23:48:00.310944000,Delivered,2021-05-16 22:16:12.564333600
BRU00003773,Toothbrush 4000,2022-06-12 15:27:13.340399200,31,3,cm203rl,cm203rl,1,Dispatched,2022-06-12 23:27:57.530683600,Delivered,2022-06-14 06:25:21.546672400
BRU00004025,Toothbrush 4000,2021-03-15 07:44:06.301218400,26,8,dh22nn,dh22nn,1,Dispatched,2021-03-15 14:56:58.553922400,Delivered,2021-03-16 16:48:57.188512000
BRU00004531,Toothbrush 2000,2022-05-01 21:18:53.838563600,96,2,bn112ps,bn112ps,1,Dispatched,2022-05-02 03:42:17.204870000,Delivered,2022-05-03 09:10:07.777547600
BRU00001770,Toothbrush 2000,2022-02-27 21:34:24.483076800,72,9,da101by,da101by,1,Dispatched,2022-02-28 04:10:43.838145600,Delivered,2022-03-01 10:30:24.733632000
BRU00003837,Toothbrush 2000,2021-07-22 22:36:02.815284800,78,2,bn209rj,bn209rj,1,Dispatched,2021-07-23 06:36:24.183218000,Delivered,2021-07-24 10:13:25.396844000
BRU00005346,Toothbrush 4000,2022-06-09 22:32:24.913575599,38,6,g830na,g830na,1,Dispatched,2022-06-10 06:13:19.034421599,Delivered,2022-06-11 02:16:53.720889599
BRU00002879,Toothbrush 4000,2022-04-03 10:54:03.091952000,14,5,hu170qr,hu170qr,1,Dispatched,2022-04-03 17:16:24.722704400,Delivered,2022-04-04 20:55:37.752130400
BRU00002911,Toothbrush 2000,2022-01-17 06:50:58.467590400,98,3,e164nb,e164nb,1,Dispatched,2022-01-17 13:19:32.752004400,Delivered,2022-01-18 15:01:08.523612000
BRU00005662,Toothbrush 2000,2021-05-02 09:35:46.523170400,84,8,gl114bu,gl114bu,1,Dispatched,2021-05-02 17:20:21.881922800,Delivered,2021-05-03 23:42:27.049947200
BRU00000200,Toothbrush 4000,2021-05-14 15:48:35.589008400,21,9,dy122hu,dy122hu,1,Dispatched,2021-05-14 23:10:39.829024800,Delivered,2021-05-15 22:38:28.091074800
BRU00002581,Toothbrush 2000,2022-05-09 10:11:52.799933600,63,4,eh470ez,eh470ez,1,Dispatched,2022-05-09 17:14:43.133548400,Delivered,2022-05-11 00:18:32.834979200
BRU00005526,Toothbrush 2000,2022-06-08 11:14:42.472451600,78,3,br29rd,br29rd,1,Dispatched,2022-06-08 17:20:37.255479200,Delivered,2022-06-10 02:11:17.312321600
BRU00002365,Toothbrush 4000,2022-05-25 10:22:07.079973600,37,6,da125uh,da125uh,1,Dispatched,2022-05-25 16:54:53.104003200,Delivered,2022-05-26 15:06:15.044947200
BRU00001464,Toothbrush 4000,2022-04-22 16:36:10.809864800,24,3,eh53ll,eh53ll,1,Dispatched,2022-04-22 22:26:30.360912800,Delivered,2022-04-24 02:45:12.960623600
BRU00005509,Toothbrush 2000,2022-02-05 21:31:23.457704399,84,1,dt96en,dt96en,1,Dispatched,2022-02-06 04:40:07.040854799,Delivered,2022-02-07 03:49:28.728086399
BRU00003366,Toothbrush 4000,2022-08-16 06:11:17.896590000,29,4,gu27at,gu27at,1,Dispatched,2022-08-16 13:17:30.181291200,Delivered,2022-08-17 15:44:42.350940000
BRU00003895,Toothbrush 2000,2021-01-11 04:16:35.905326000,70,5,da162js,da162js,1,Dispatched,2021-01-11 12:14:21.419334000,Delivered,2021-01-12 09:50:50.695758000
BRU00004218,Toothbrush 2000,2021-08-22 03:30:59.282875600,71,3,da125ld,da125ld,1,Dispatched,2021-08-22 10:28:20.235419200,Delivered,2021-08-23 04:10:56.144612800
BRU00001234,Toothbrush 4000,2021-07-10 12:26:00.015325200,20,4,dh47bf,dh47bf,1,Dispatched,2021-07-10 20:37:03.228684000,Delivered,2021-07-11 20:55:20.448297600
BRU00005341,Toothbrush 2000,2021-03-28 07:08:19.557031600,66,5,bn73db,bn73db,1,Dispatched,2021-03-28 15:07:53.342954800,Delivered,2021-03-29 23:32:45.398263600
BRU00005268,Toothbrush 4000,2022-02-03 11:39:44.995142800,29,3,fk70ep,fk70ep,1,Dispatched,2022-02-03 19:00:34.552000000,Delivered,2022-02-05 02:51:24.726707200
BRU00003406,Toothbrush 4000,2021-08-14 15:25:18.822104800,23,9,ba112tg,ba112tg,1,Dispatched,2021-08-14 21:25:22.951985200,Delivered,2021-08-16 01:33:43.514363200
BRU00004435,Toothbrush 2000,2021-10-14 17:51:34.287917600,80,4,cf717jj,cf717jj,1,Dispatched,2021-10-15 00:13:55.636199600,Delivered,2021-10-15 23:43:49.716204800
BRU00004949,Toothbrush 2000,2021-08-03 05:55:17.959600400,90,8,cv31lb,cv31lb,1,Dispatched,2021-08-03 13:16:19.819760000,Delivered,2021-08-04 14:43:05.943430400
BRU00000667,Toothbrush 2000,2021-09-27 08:50:05.327784800,49,8,ig11st,ig11st,1,Dispatched,2021-09-27 16:11:35.599490000,Delivered,2021-09-28 20:14:26.988610400
BRU00005148,Toothbrush 4000,2022-01-11 05:29:19.404756000,12,3,cf147eh,cf147eh,1,Dispatched,2022-01-11 12:59:52.721992800,Delivered,2022-01-12 07:45:29.554363200
BRU00002090,Toothbrush 2000,2022-08-23 07:39:31.662414800,73,5,bl34rl,bl34rl,1,Dispatched,2022-08-23 15:57:33.209745200,Delivered,2022-08-24 20:40:19.556037200
BRU00000672,Toothbrush 4000,2021-08-17 10:16:52.706541200,22,7,gl516ld,gl516ld,1,Dispatched,2021-08-17 17:34:16.635988400,Delivered,2021-08-18 21:16:55.196438000
BRU00000788,Toothbrush 4000,2022-08-19 10:31:39.123403600,26,5,ex392rw,ex392rw,1,Dispatched,2022-08-19 16:56:21.434182000,Delivered,2022-08-20 23:47:34.799617600
BRU00004525,Toothbrush 4000,2022-06-18 17:26:48.818444000,26,7,b712qb,b712qb,1,Dispatched,2022-06-19 01:00:33.772263200,Delivered,2022-06-20 03:38:23.899366400
BRU00001945,Toothbrush 4000,2022-08-09 16:08:24.098539600,36,8,eh482ls,eh482ls,1,Dispatched,2022-08-09 23:45:48.061973200,Delivered,2022-08-11 02:23:57.973006000
BRU00002449,Toothbrush 4000,2021-02-16 23:22:58.766351200,7,9,cr51hn,cr51hn,1,Dispatched,2021-02-17 06:16:23.790634000,Delivered,2021-02-18 06:04:17.452805200
BRU00004356,Toothbrush 2000,2021-10-01 07:07:35.608360400,81,5,gl88tt,gl88tt,1,Dispatched,2021-10-01 15:19:59.223896000,Delivered,2021-10-02 16:42:35.705526800
BRU00003017,Toothbrush 2000,2022-01-12 11:44:14.936611200,59,6,e58qs,e58qs,1,Dispatched,2022-01-12 19:18:20.064326400,Delivered,2022-01-13 21:12:27.545684400
BRU00005072,Toothbrush 4000,2021-07-16 15:21:38.439412000,24,6,dn220dr,dn220dr,1,Dispatched,2021-07-16 22:00:23.184026800,Delivered,2021-07-18 00:28:06.582282400
BRU00000311,Toothbrush 4000,2022-04-25 16:45:24.576823200,29,5,bs151by,bs151by,1,Dispatched,2022-04-25 23:24:34.140079200,Delivered,2022-04-27 02:47:40.385664000
BRU00004508,Toothbrush 4000,2022-03-20 13:37:09.602498000,31,3,ca142px,ca142px,1,Dispatched,2022-03-20 21:21:56.461965200,Delivered,2022-03-22 09:18:33.286209200
BRU00000193,Toothbrush 4000,2022-09-21 02:26:27.639522800,25,9,fk27az,fk27az,1,Dispatched,2022-09-21 09:15:27.812597600,Delivered,2022-09-22 14:14:30.021995600
BRU00003839,Toothbrush 4000,2021-08-17 07:23:53.355134000,9,1,dd69as,dd69as,1,Dispatched,2021-08-17 15:10:19.327457600,Delivered,2021-08-18 15:17:41.422455200
BRU00000310,Toothbrush 2000,2021-08-06 14:53:15.808866400,81,9,dl41be,dl41be,1,Dispatched,2021-08-06 21:50:50.052188800,Delivered,2021-08-08 04:04:09.129608800
BRU00000328,Toothbrush 2000,2021-11-08 09:04:47.342033600,83,5,cf729fr,cf729fr,1,Dispatched,2021-11-08 15:32:20.551094000,Delivered,2021-11-09 13:01:45.647438000
BRU00001102,Toothbrush 4000,2021-11-03 23:41:33.903076800,24,8,ex152es,ex152es,1,Dispatched,2021-11-04 07:41:09.822133200,Delivered,2021-11-05 08:00:13.001272800
BRU00002382,Toothbrush 4000,2022-09-15 17:41:18.954282400,36,8,bn235aq,bn235aq,1,Dispatched,2022-09-16 01:01:30.441312400,Delivered,2022-09-17 04:17:49.246363599
BRU00004121,Toothbrush 4000,2022-06-28 22:52:18.329374000,18,4,dy122nz,dy122nz,1,Dispatched,2022-06-29 05:50:39.800696800,Delivered,2022-06-30 04:57:05.421828400
BRU00004085,Toothbrush 4000,2022-11-15 16:55:42.044131600,27,5,ex49ag,ex49ag,1,Dispatched,2022-11-15 23:40:02.930084800,Delivered,2022-11-17 02:56:12.731179600
BRU00003913,Toothbrush 2000,2022-08-22 01:11:50.372128400,68,2,co43bw,co43bw,1,Dispatched,2022-08-22 08:00:29.973824000,Delivered,2022-08-23 19:49:57.657634400
BRU00004979,Toothbrush 2000,2021-04-09 14:27:16.734166400,83,5,de137bq,de137bq,1,Dispatched,2021-04-09 21:09:53.366693600,Delivered,2021-04-11 03:54:56.073170000
BRU00002656,Toothbrush 4000,2022-09-19 04:57:05.630644000,32,7,cv129bx,cv129bx,1,Dispatched,2022-09-19 12:28:00.204325599,Delivered,2022-09-20 16:31:41.998287999
BRU00004440,Toothbrush 2000,2021-06-18 15:48:58.034441600,65,4,fy20nn,fy20nn,1,Dispatched,2021-06-18 23:05:27.369788000,Delivered,2021-06-19 20:41:24.299384000
BRU00004603,Toothbrush 2000,2022-08-29 15:44:44.939275200,77,8,cw56ey,cw56ey,1,Dispatched,2022-08-29 23:44:01.010692800,Delivered,2022-08-31 05:34:55.715431200
BRU00001827,Toothbrush 2000,2021-08-09 15:52:38.713243600,84,9,ca25jd,ca25jd,1,Dispatched,2021-08-09 22:16:09.469378000,Delivered,2021-08-11 06:36:49.179223600
BRU00001585,Toothbrush 4000,2021-03-09 01:58:23.456597200,32,5,dt95ab,dt95ab,1,Dispatched,2021-03-09 08:56:14.945730400,Delivered,2021-03-10 11:55:16.642297600
BRU00003976,Toothbrush 4000,2021-01-31 20:55:37.669387200,30,2,cb97bl,cb97bl,1,Dispatched,2021-02-01 04:03:04.716613200,Delivered,2021-02-02 03:44:33.575270400
BRU00005145,Toothbrush 2000,2022-04-15 06:45:20.994740800,79,2,b203ba,b203ba,1,Dispatched,2022-04-15 14:28:52.600222000,Delivered,2022-04-16 16:55:02.089471600
BRU00002551,Toothbrush 2000,2021-01-03 03:46:34.387208800,69,2,dg97tf,dg97tf,1,Dispatched,2021-01-03 10:32:38.488776400,Delivered,2021-01-04 12:12:19.023102400
BRU00004022,Toothbrush 2000,2021-11-22 22:30:42.531228400,57,1,en87by,en87by,1,Dispatched,2021-11-23 05:05:06.012362799,Delivered,2021-11-24 01:24:27.799459599
BRU00004161,Toothbrush 4000,2022-08-28 20:45:39.440169600,11,8,ex175ne,ex175ne,1,Dispatched,2022-08-29 04:22:37.017050400,Delivered,2022-08-30 04:21:06.442591200
BRU00000194,Toothbrush 2000,2021-08-19 03:55:03.874230400,65,8,co33fa,co33fa,1,Dispatched,2021-08-19 11:20:07.970351200,Delivered,2021-08-20 13:35:50.605741600
BRU00001408,Toothbrush 4000,2022-10-04 22:53:39.616653600,45,4,ex327na,ex327na,1,Dispatched,2022-10-05 06:07:25.571043600,Delivered,2022-10-06 06:42:31.935079200
BRU00005323,Toothbrush 4000,2021-09-25 12:58:56.880004400,20,2,ig102aq,ig102aq,1,Dispatched,2021-09-25 21:16:05.581782800,Delivered,2021-09-27 04:20:03.260457200
BRU00000314,Toothbrush 2000,2022-08-14 22:52:53.672986800,63,7,hs20nf,hs20nf,1,Dispatched,2022-08-15 05:59:21.086817600,Delivered,2022-08-16 05:21:12.598969200
BRU00000545,Toothbrush 4000,2022-11-14 13:47:28.358108000,30,7,bb111hq,bb111hq,1,Dispatched,2022-11-14 19:46:30.757420400,Delivered,2022-11-16 00:05:06.101676800
BRU00002874,Toothbrush 4000,2021-06-05 21:26:54.308394000,24,1,e146lj,e146lj,1,Dispatched,2021-06-06 05:04:12.255939600,Delivered,2021-06-07 03:56:17.460950400
BRU00002518,Toothbrush 4000,2021-12-26 08:45:35.899329200,33,8,br33bx,br33bx,1,Dispatched,2021-12-26 16:48:30.642965600,Delivered,2021-12-27 15:05:15.750599600
BRU00005085,Toothbrush 4000,2022-08-14 23:46:56.342541600,40,6,e35rd,e35rd,1,Dispatched,2022-08-15 08:35:09.537301200,Delivered,2022-08-16 12:25:27.658180800
BRU00005463,Toothbrush 2000,2022-08-21 07:37:32.001138000,70,2,cb19aj,cb19aj,1,Dispatched,2022-08-21 14:10:55.661169600,Delivered,2022-08-22 22:03:19.091140800
BRU00003169,Toothbrush 4000,2022-09-18 00:21:33.494684400,29,9,hx20ht,hx20ht,1,Dispatched,2022-09-18 07:21:32.686470000,Delivered,2022-09-19 06:57:26.206210800
BRU00002023,Toothbrush 4000,2021-05-20 16:36:29.119192400,28,6,fk14bt,fk14bt,1,Dispatched,2021-05-20 23:38:10.763291600,Delivered,2021-05-22 01:38:05.741738000
BRU00002289,Toothbrush 4000,2021-09-15 00:04:17.599605600,26,5,cv344rd,cv344rd,1,Dispatched,2021-09-15 07:12:53.643099600,Delivered,2021-09-16 17:12:07.409196000
BRU00003854,Toothbrush 4000,2022-09-05 12:51:37.686734400,36,4,cf717ra,cf717ra,1,Dispatched,2022-09-05 19:50:03.758875200,Delivered,2022-09-07 03:55:34.886968800
BRU00000752,Toothbrush 2000,2021-02-12 15:02:35.122454800,82,7,cm20al,cm20al,1,Dispatched,2021-02-12 22:16:55.525288000,Delivered,2021-02-14 08:09:03.145639600
BRU00005539,Toothbrush 2000,2021-01-11 13:32:19.683395200,60,4,cm63rn,cm63rn,1,Dispatched,2021-01-11 21:05:11.027159199,Delivered,2021-01-13 05:07:30.493362399
BRU00001736,Toothbrush 2000,2022-10-20 16:25:28.027943200,65,7,cb63nd,cb63nd,1,Dispatched,2022-10-20 22:54:06.992360800,Delivered,2022-10-22 08:11:16.258543600
BRU00003035,Toothbrush 4000,2022-02-12 11:13:24.587916000,31,4,bn212qp,bn212qp,1,Dispatched,2022-02-12 18:00:41.783152800,Delivered,2022-02-13 12:32:06.406113600
BRU00002682,Toothbrush 2000,2021-03-05 05:12:23.867533200,82,1,e59hl,e59hl,1,Dispatched,2021-03-05 13:06:50.960686800,Delivered,2021-03-06 16:05:03.005028000
BRU00000941,Toothbrush 4000,2021-03-09 22:06:23.519862400,23,6,bl64gl,bl64gl,1,Dispatched,2021-03-10 05:35:39.761430400,Delivered,2021-03-11 01:43:37.580354800
BRU00003615,Toothbrush 4000,2021-07-01 15:09:47.884290400,28,4,bs405tl,bs405tl,1,Dispatched,2021-07-01 23:48:59.753872000,Delivered,2021-07-03 02:02:48.763924000
BRU00004230,Toothbrush 2000,2022-02-02 20:40:54.952738000,96,7,bh92uj,bh92uj,1,Dispatched,2022-02-03 03:55:03.697475200,Delivered,2022-02-04 04:12:46.836817600
BRU00002542,Toothbrush 2000,2021-12-10 21:44:15.151709200,106,4,e1w1au,e1w1au,1,Dispatched,2021-12-11 06:12:30.700884400,Delivered,2021-12-12 11:22:37.865022400
BRU00004652,Toothbrush 4000,2021-03-18 11:20:24.072422400,11,4,dl133el,dl133el,1,Dispatched,2021-03-18 18:33:57.551311200,Delivered,2021-03-19 20:38:02.695881600
BRU00000731,Toothbrush 2000,2022-01-15 18:07:06.201921600,67,5,bn140tt,bn140tt,1,Dispatched,2022-01-16 01:05:26.561805600,Delivered,2022-01-17 03:41:40.047106800
BRU00005336,Toothbrush 2000,2021-07-26 18:44:06.998436800,73,4,g840qy,g840qy,1,Dispatched,2021-07-27 02:10:39.704464400,Delivered,2021-07-28 05:51:39.847984400
BRU00003594,Toothbrush 4000,2022-04-17 16:48:05.377456800,30,2,cb89qg,cb89qg,1,Dispatched,2022-04-17 22:57:53.100370800,Delivered,2022-04-19 07:29:22.712334000
BRU00003509,Toothbrush 4000,2022-04-07 16:20:34.662987600,30,2,bh207dp,bh207dp,1,Dispatched,2022-04-07 23:38:16.066410000,Delivered,2022-04-08 18:17:51.822510000
BRU00001487,Toothbrush 4000,2021-11-23 23:47:41.169686800,38,9,co43ar,co43ar,1,Dispatched,2021-11-24 07:27:52.185119200,Delivered,2021-11-25 09:31:43.591063600
BRU00004312,Toothbrush 2000,2021-04-22 03:43:04.570600800,65,1,g837az,g837az,1,Dispatched,2021-04-22 09:59:25.200798000,Delivered,2021-04-23 08:31:15.875345999
BRU00004370,Toothbrush 2000,2021-06-09 12:54:51.779556800,76,9,bn161fa,bn161fa,1,Dispatched,2021-06-09 19:36:11.583364400,Delivered,2021-06-11 01:50:01.151416400
BRU00000498,Toothbrush 2000,2021-06-08 10:59:16.249663600,60,1,dl104ge,dl104ge,1,Dispatched,2021-06-08 18:17:25.221086800,Delivered,2021-06-10 00:08:36.761257600
BRU00005388,Toothbrush 2000,2021-11-22 09:11:15.254990000,86,8,gl519qd,gl519qd,1,Dispatched,2021-11-22 15:49:05.025239600,Delivered,2021-11-23 16:23:12.086003600
BRU00001823,Toothbrush 4000,2022-04-18 02:31:17.018755200,27,9,dg71rd,dg71rd,1,Dispatched,2022-04-18 08:40:53.382060000,Delivered,2022-04-19 13:34:55.667188800
BRU00000039,Toothbrush 4000,2021-05-17 20:05:31.927462400,2,7,cm75gz,cm75gz,1,Dispatched,2021-05-18 02:43:01.952824400,Delivered,2021-05-19 05:32:22.609521200
